Graph Type,Num Nodes,Edge Probability,Radius,Weight Scheme,Solution,Run time,Objective Function Value
RG,20,0.15,,Node-Oriented,"[1, 3, 4, 8, 10, 11, 12, 13, 16]",0.019945859909057617,5738.0
RG,20,0.15,,Edge-Oriented,"[0, 5, 6, 7, 11, 12, 14, 15]",0.027925968170166016,1546.0
RG,20,0.15,,Edge-Oriented,"[0, 3, 7, 9, 10, 11, 12, 15, 16, 19]",0.01949596405029297,1877.0
RG,20,0.15,,Edge-Oriented,"[1, 2, 3, 8, 9, 10, 11, 12, 15, 18, 19]",0.025896549224853516,2360.0
RG,20,0.15,,Edge-Oriented,"[0, 2, 3, 4, 6, 7, 9, 10, 16, 17, 18, 19]",0.018952369689941406,1327.0
RG,20,0.25,,Neutral,"[1, 3, 6, 15, 16, 17, 18]",0.02692556381225586,670.0
RG,20,0.25,,Neutral,"[2, 4, 5, 14, 15, 19]",0.03943991661071777,486.0
RG,20,0.25,,Neutral,"[1, 2, 3, 4, 6, 10, 15, 17, 18]",0.02792525291442871,732.0
RG,20,0.25,,Neutral,"[2, 5, 6, 7, 9, 10, 11, 12, 13, 14]",0.019910812377929688,595.0
RG,20,0.25,,Node-Oriented,"[4, 6, 7, 10, 13, 15]",0.029920101165771484,4366.0
RG,20,0.25,,Node-Oriented,"[1, 5, 6, 7, 10, 12, 13, 18]",0.03287553787231445,4708.0
RG,20,0.25,,Node-Oriented,"[4, 6, 10, 11, 12, 14, 16, 18]",0.02593088150024414,5583.0
RG,20,0.25,,Node-Oriented,"[2, 4, 6, 7, 9, 12, 19]",0.027850627899169922,4587.0
RG,20,0.25,,Edge-Oriented,"[1, 3, 5, 6, 7, 16, 18]",0.025930404663085938,591.0
RG,20,0.25,,Edge-Oriented,"[1, 3, 4, 5, 7, 12, 14, 19]",0.024899005889892578,1140.0
RG,20,0.25,,Edge-Oriented,"[0, 1, 6, 9, 10, 11, 19]",0.026318073272705078,357.0
RG,20,0.25,,Edge-Oriented,"[1, 3, 10, 11, 12, 14, 16, 18, 19]",0.026928424835205078,1039.0
RG,45,0.05,,Neutral,"[0, 1, 3, 4, 6, 7, 8, 10, 12, 14, 16, 21, 24, 25, 28, 29, 32, 34, 37, 38, 39, 40, 41, 42]",0.03889656066894531,1811.0
RG,45,0.05,,Neutral,"[0, 4, 6, 7, 9, 13, 14, 15, 16, 17, 21, 22, 24, 27, 29, 30, 31, 32, 33, 34, 35, 37, 40, 41, 42, 43, 44]",0.01747274398803711,2061.0
RG,45,0.05,,Neutral,"[0, 2, 3, 5, 7, 8, 9, 16, 17, 18, 19, 20, 22, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 40, 41]",0.02415609359741211,1928.0
RG,45,0.05,,Neutral,"[0, 1, 2, 3, 5, 6, 8, 9, 10, 14, 15, 16, 19, 21, 22, 28, 29, 30, 31, 35, 36, 37, 38, 41, 42, 43]",0.02892303466796875,2090.0
RG,45,0.05,,Node-Oriented,"[3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 22, 23, 24, 25, 27, 28, 29, 30, 34, 36, 37, 39, 40, 41, 42]",0.01795172691345215,17933.0
RG,45,0.05,,Node-Oriented,"[1, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 22, 24, 28, 30, 31, 33, 34, 35, 37, 39, 40]",0.01898193359375,12033.0
RG,45,0.05,,Node-Oriented,"[0, 1, 2, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 39, 43]",0.018950462341308594,18213.0
RG,45,0.05,,Node-Oriented,"[0, 1, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 22, 23, 24, 26, 27, 29, 30, 35, 37, 44]",0.015958309173583984,15529.0
RG,45,0.05,,Edge-Oriented,"[0, 1, 4, 5, 6, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 34, 36, 37, 41, 43]",0.03490638732910156,2066.0
RG,45,0.05,,Edge-Oriented,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 17, 18, 19, 20, 22, 24, 28, 29, 32, 33, 34, 35, 40, 41, 42, 44]",0.018896102905273438,5107.0
RG,45,0.05,,Edge-Oriented,"[0, 2, 3, 4, 8, 13, 15, 17, 18, 21, 25, 27, 30, 31, 33, 36, 37, 38, 39, 40, 42, 43, 44]",0.019947052001953125,5908.0
RG,45,0.05,,Edge-Oriented,"[1, 2, 5, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 27, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 44]",0.0209810733795166,6919.0
RG,45,0.15,,Neutral,"[0, 1, 3, 7, 14, 16, 17, 23, 26, 27, 29, 30, 31, 40, 42, 44]",0.029422998428344727,1239.0
RG,45,0.15,,Neutral,"[0, 3, 5, 6, 13, 17, 24, 27, 30, 32, 33, 36, 39, 41, 44]",0.03344082832336426,1052.0
RG,45,0.15,,Neutral,"[0, 3, 5, 6, 7, 10, 12, 16, 17, 19, 21, 25, 26, 30, 38]",0.05212211608886719,1011.0
RG,45,0.15,,Neutral,"[0, 3, 5, 6, 8, 20, 21, 24, 25, 28, 37, 39, 44]",0.041890621185302734,990.0
RG,45,0.15,,Node-Oriented,"[0, 4, 13, 16, 17, 19, 21, 22, 24, 27, 32, 40, 41, 42, 44]",0.028992176055908203,10918.0
RG,45,0.15,,Node-Oriented,"[1, 2, 3, 7, 8, 11, 13, 14, 15, 21, 35, 36, 39]",0.03986001014709473,8744.0
RG,45,0.15,,Node-Oriented,"[0, 1, 2, 3, 10, 14, 16, 17, 21, 27, 29, 31, 33, 34, 39, 40]",0.031786203384399414,10541.0
RG,45,0.15,,Node-Oriented,"[6, 8, 15, 16, 19, 20, 21, 24, 29, 30, 37, 44]",0.030431509017944336,8738.0
RG,45,0.15,,Edge-Oriented,"[1, 7, 11, 12, 14, 16, 17, 19, 26, 28, 33, 34, 35, 36, 38, 42, 43]",0.030266523361206055,2414.0
RG,45,0.15,,Edge-Oriented,"[1, 10, 11, 13, 15, 16, 17, 20, 21, 24, 27, 28, 38, 42, 43, 44]",0.03091907501220703,1134.0
RG,45,0.15,,Edge-Oriented,"[10, 14, 16, 17, 19, 21, 24, 25, 28, 30, 34, 37, 42, 44]",0.026485204696655273,1289.0
RG,45,0.15,,Edge-Oriented,"[0, 2, 3, 4, 5, 6, 9, 10, 12, 27, 28, 33, 35, 38, 41, 44]",0.0538177490234375,951.0
RG,45,0.25,,Neutral,"[4, 12, 16, 17, 20, 21, 24, 26, 30, 35, 36, 41]",0.042127132415771484,870.0
RG,45,0.25,,Neutral,"[2, 10, 19, 23, 26, 28, 36, 38, 40, 43]",0.05186128616333008,730.0
RG,45,0.25,,Neutral,"[0, 1, 3, 6, 14, 18, 20, 21, 24, 27, 29, 35, 39, 44]",0.031195640563964844,999.0
RG,45,0.25,,Neutral,"[7, 8, 14, 15, 18, 20, 23, 25, 30, 31, 39, 40]",0.03091573715209961,892.0
RG,45,0.25,,Node-Oriented,"[1, 2, 7, 9, 15, 18, 21, 35, 38, 42]",0.047899723052978516,6831.0
RG,45,0.25,,Node-Oriented,"[1, 2, 3, 6, 19, 20, 21, 29, 31, 38]",0.043883323669433594,7808.0
RG,45,0.25,,Node-Oriented,"[7, 11, 14, 17, 18, 25, 27, 31, 39, 41, 42]",0.031914710998535156,8121.0
RG,45,0.25,,Node-Oriented,"[2, 9, 12, 17, 19, 20, 23, 27, 31, 40]",0.05183053016662598,7399.0
RG,45,0.25,,Edge-Oriented,"[6, 8, 9, 18, 20, 30, 33, 35, 38, 39]",0.0474698543548584,110.0
RG,45,0.25,,Edge-Oriented,"[1, 5, 8, 11, 14, 15, 23, 35, 37, 38, 39, 41, 43]",0.02988600730895996,741.0
RG,45,0.25,,Edge-Oriented,"[3, 6, 10, 15, 19, 20, 23, 24, 25, 28, 37]",0.0460658073425293,182.0
RG,45,0.25,,Edge-Oriented,"[3, 5, 8, 9, 13, 20, 23, 27, 32, 41, 43]",0.05984020233154297,423.0
RG,60,0.05,,Neutral,"[4, 5, 6, 7, 8, 17, 21, 22, 25, 26, 30, 34, 36, 37, 39, 40, 41, 44, 46, 52, 53, 54, 55, 56, 57, 58, 59]",0.030352115631103516,1973.0
RG,60,0.05,,Neutral,"[0, 1, 3, 5, 7, 8, 10, 14, 15, 18, 19, 21, 23, 24, 28, 30, 31, 32, 35, 36, 39, 41, 42, 48, 53, 54, 57, 59]",0.030918121337890625,2096.0
RG,60,0.05,,Neutral,"[0, 1, 4, 6, 10, 11, 12, 15, 16, 17, 18, 19, 22, 23, 24, 25, 27, 29, 30, 35, 37, 40, 41, 44, 45, 47, 49, 53, 54]",0.019947052001953125,2396.0
RG,60,0.05,,Neutral,"[0, 2, 3, 4, 6, 10, 11, 13, 15, 17, 18, 19, 22, 24, 26, 27, 28, 37, 38, 40, 42, 43, 44, 46, 48, 51, 52, 53, 54, 55]",0.03091907501220703,2293.0
RG,60,0.05,,Node-Oriented,"[0, 2, 3, 5, 8, 9, 10, 11, 13, 16, 17, 20, 23, 26, 27, 29, 30, 32, 38, 41, 42, 43, 44, 45, 46, 47, 51, 53, 57, 59]",0.028923749923706055,16593.0
RG,60,0.05,,Node-Oriented,"[0, 3, 6, 9, 14, 15, 16, 18, 19, 20, 21, 23, 26, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 41, 42, 44, 46, 47, 48, 49, 53, 54, 55, 58]",0.026928424835205078,19320.0
RG,60,0.05,,Node-Oriented,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22, 25, 27, 31, 34, 36, 37, 38, 39, 40, 41, 48, 49, 51, 53, 57, 58, 59]",0.029886960983276367,16873.0
RG,60,0.05,,Node-Oriented,"[1, 2, 5, 6, 8, 10, 11, 12, 14, 15, 16, 22, 23, 24, 27, 28, 29, 34, 35, 37, 38, 40, 41, 42, 45, 46, 48, 49, 51, 52, 54, 56, 59]",0.021389484405517578,20689.0
RG,60,0.05,,Edge-Oriented,"[1, 2, 6, 8, 9, 13, 16, 17, 19, 20, 22, 24, 28, 31, 33, 34, 35, 39, 40, 43, 44, 45, 47, 48, 49, 50, 55, 56, 57, 59]",0.02692890167236328,4818.0
RG,60,0.05,,Edge-Oriented,"[0, 1, 4, 6, 7, 9, 10, 11, 14, 16, 19, 21, 24, 27, 28, 29, 30, 31, 32, 33, 38, 39, 42, 44, 45, 48, 49, 53, 57, 58, 59]",0.019947528839111328,7447.0
RG,60,0.05,,Edge-Oriented,"[0, 1, 6, 7, 8, 10, 11, 17, 20, 21, 23, 26, 27, 28, 29, 31, 32, 34, 35, 39, 41, 42, 43, 45, 47, 48, 51, 52, 55, 56, 59]",0.021943330764770508,4290.0
RG,60,0.05,,Edge-Oriented,"[0, 1, 2, 6, 7, 9, 10, 11, 12, 13, 15, 18, 19, 21, 22, 25, 26, 27, 28, 31, 38, 39, 41, 44, 45, 48, 49, 52, 55, 57, 58]",0.03020954132080078,7454.0
RG,60,0.15,,Neutral,"[3, 6, 8, 10, 14, 19, 20, 22, 23, 26, 31, 35, 39, 45, 47, 59]",0.07534646987915039,1156.0
RG,60,0.15,,Neutral,"[0, 3, 6, 8, 11, 12, 21, 25, 33, 35, 39, 43, 48, 50, 52, 53]",0.06454348564147949,1103.0
RG,60,0.15,,Neutral,"[0, 7, 8, 10, 11, 14, 15, 19, 21, 23, 24, 30, 33, 40, 44, 46, 51, 55, 58]",0.028890371322631836,1457.0
RG,60,0.15,,Neutral,"[2, 5, 10, 11, 14, 15, 17, 27, 31, 33, 35, 39, 42, 44, 47, 55, 58]",0.04983377456665039,1257.0
RG,60,0.15,,Node-Oriented,"[1, 3, 4, 9, 10, 15, 17, 22, 24, 25, 27, 28, 37, 43, 45, 46, 48, 57]",0.05013465881347656,12519.0
RG,60,0.15,,Node-Oriented,"[7, 8, 11, 13, 15, 17, 18, 28, 29, 30, 44, 45, 46, 54, 56]",0.06771492958068848,9426.0
RG,60,0.15,,Node-Oriented,"[5, 8, 9, 10, 15, 20, 22, 24, 30, 34, 36, 37, 38, 45, 48, 58, 59]",0.05043959617614746,10494.0
RG,60,0.15,,Node-Oriented,"[3, 5, 6, 9, 12, 15, 21, 25, 26, 27, 28, 29, 42, 43, 50, 53, 55, 56]",0.06535696983337402,11358.0
RG,60,0.15,,Edge-Oriented,"[0, 7, 11, 12, 19, 21, 24, 29, 31, 32, 38, 45, 49, 54, 55, 56]",0.04089164733886719,245.0
RG,60,0.15,,Edge-Oriented,"[1, 9, 10, 16, 21, 26, 29, 30, 33, 34, 35, 37, 41, 45, 47, 48, 49, 50, 52]",0.045877695083618164,750.0
RG,60,0.15,,Edge-Oriented,"[2, 5, 6, 15, 17, 22, 26, 29, 34, 46, 48, 50, 53, 56, 58]",0.04285311698913574,963.0
RG,60,0.15,,Edge-Oriented,"[0, 1, 16, 20, 22, 24, 25, 31, 34, 36, 38, 42, 45, 58, 59]",0.03547215461730957,1230.0
RG,60,0.25,,Neutral,"[0, 1, 4, 5, 7, 12, 22, 30, 36, 45, 49, 58]",0.07216262817382812,874.0
RG,60,0.25,,Neutral,"[0, 3, 6, 18, 21, 23, 24, 26, 35, 36, 46, 59]",0.06782007217407227,893.0
RG,60,0.25,,Neutral,"[0, 2, 12, 13, 19, 31, 38, 41, 43, 45, 46, 50, 52, 56]",0.09628891944885254,869.0
RG,60,0.25,,Neutral,"[1, 3, 12, 15, 22, 24, 27, 31, 36, 44, 57]",0.0821685791015625,750.0
RG,60,0.25,,Node-Oriented,"[9, 14, 15, 19, 22, 23, 26, 27, 38, 43, 50, 57, 58]",0.07727193832397461,8163.0
RG,60,0.25,,Node-Oriented,"[4, 7, 8, 15, 29, 33, 36, 42, 43, 44, 47, 51, 57, 59]",0.04085969924926758,9283.0
RG,60,0.25,,Node-Oriented,"[0, 1, 3, 8, 11, 12, 17, 21, 37, 39, 43, 44, 56, 57]",0.04882931709289551,8422.0
RG,60,0.25,,Node-Oriented,"[8, 9, 22, 26, 32, 33, 36, 42, 47, 50, 54, 59]",0.06878280639648438,7310.0
RG,60,0.25,,Edge-Oriented,"[0, 2, 9, 11, 23, 28, 31, 32, 42, 46, 48, 54, 56]",0.06258153915405273,229.0
RG,60,0.25,,Edge-Oriented,"[6, 9, 17, 19, 22, 23, 25, 27, 29, 37, 38, 45, 50]",0.057773590087890625,352.0
RG,60,0.25,,Edge-Oriented,"[10, 11, 12, 13, 26, 32, 38, 42, 47, 51, 55, 56, 58]",0.05614829063415527,347.0
RG,60,0.25,,Edge-Oriented,"[3, 6, 12, 15, 21, 43, 48, 53, 54, 55, 56, 57, 59]",0.06179952621459961,693.0
RGG,20,,0.14,Neutral,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 14, 16, 17, 18]",0.03686809539794922,1137.0
RGG,20,,0.14,Neutral,"[0, 2, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18]",0.015989303588867188,915.0
RGG,20,,0.14,Neutral,"[1, 2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18]",0.015958786010742188,1140.0
RGG,20,,0.14,Neutral,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.01495981216430664,1112.0
RGG,20,,0.14,Node-Oriented,"[1, 3, 5, 6, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19]",0.02144622802734375,6077.0
RGG,20,,0.14,Node-Oriented,"[0, 1, 2, 3, 4, 8, 11, 12, 14, 15, 16, 17, 19]",0.01761603355407715,9597.0
RGG,20,,0.14,Node-Oriented,"[3, 5, 7, 9, 10, 12, 14, 15, 16, 17, 18, 19]",0.02094435691833496,6858.0
RGG,20,,0.14,Node-Oriented,"[1, 2, 3, 4, 6, 15, 16, 17, 18, 19]",0.01695418357849121,6747.0
RGG,20,,0.14,Edge-Oriented,"[0, 1, 2, 4, 5, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19]",0.015955209732055664,2121.0
RGG,20,,0.14,Edge-Oriented,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 17, 18]",0.018949508666992188,3896.0
RGG,20,,0.14,Edge-Oriented,"[0, 1, 4, 5, 8, 9, 10, 11, 14, 15, 17, 19]",0.014962434768676758,3024.0
RGG,20,,0.14,Edge-Oriented,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 14, 15, 16, 18]",0.02263045310974121,2478.0
RGG,20,,0.24,Neutral,"[0, 1, 3, 7, 9, 14, 15, 16, 17]",0.022937536239624023,762.0
RGG,20,,0.24,Neutral,"[0, 3, 4, 8, 11, 12, 13, 14, 19]",0.016954660415649414,718.0
RGG,20,,0.24,Neutral,"[1, 3, 7, 8, 11, 16, 17, 19]",0.017913818359375,463.0
RGG,20,,0.24,Neutral,"[1, 3, 5, 6, 7, 11, 12, 17]",0.01795029640197754,650.0
RGG,20,,0.24,Node-Oriented,"[0, 1, 4, 6, 7, 8, 12, 14, 18]",0.01394033432006836,4655.0
RGG,20,,0.24,Node-Oriented,"[2, 4, 8, 9, 12, 14, 16, 17, 18, 19]",0.020924091339111328,6353.0
RGG,20,,0.24,Node-Oriented,"[0, 2, 7, 11, 13, 16, 18]",0.016955137252807617,4881.0
RGG,20,,0.24,Node-Oriented,"[1, 7, 8, 10, 12, 13, 15, 17, 19]",0.017952442169189453,7191.0
RGG,20,,0.24,Edge-Oriented,"[1, 8, 10, 13, 17, 18, 19]",0.015956878662109375,1777.0
RGG,20,,0.24,Edge-Oriented,"[1, 4, 5, 7, 12, 15, 17]",0.019913196563720703,1539.0
RGG,20,,0.24,Edge-Oriented,"[4, 5, 6, 8, 9, 10, 13, 15, 17]",0.01595759391784668,1997.0
RGG,20,,0.24,Edge-Oriented,"[1, 3, 5, 6, 9, 13, 15, 16, 18]",0.016917705535888672,1323.0
RGG,20,,0.34,Neutral,"[1, 4, 7, 8, 10, 16]",0.015941858291625977,463.0
RGG,20,,0.34,Neutral,"[0, 2, 4, 8, 11, 14, 16]",0.01795172691345215,609.0
RGG,20,,0.34,Neutral,"[0, 6, 10, 15, 16, 19]",0.01695561408996582,517.0
RGG,20,,0.34,Neutral,"[7, 8, 11, 15, 19]",0.015956401824951172,463.0
RGG,20,,0.34,Node-Oriented,"[0, 3, 9, 11, 17, 19]",0.017917633056640625,2914.0
RGG,20,,0.34,Node-Oriented,"[1, 2, 4, 6, 13, 15, 16]",0.03394126892089844,5575.0
RGG,20,,0.34,Node-Oriented,"[1, 6, 12, 13, 17]",0.019919633865356445,4585.0
RGG,20,,0.34,Node-Oriented,"[3, 5, 6, 11, 14, 16, 19]",0.01994776725769043,4950.0
RGG,20,,0.34,Edge-Oriented,"[1, 7, 8, 10, 14]",0.022974491119384766,1299.0
RGG,20,,0.34,Edge-Oriented,"[6, 7, 9, 13]",0.017952442169189453,583.0
RGG,20,,0.34,Edge-Oriented,"[2, 4, 5, 6, 7, 15]",0.01641559600830078,881.0
RGG,20,,0.34,Edge-Oriented,"[7, 9, 12, 17, 19]",0.019913911819458008,774.0
RGG,45,,0.14,Neutral,"[1, 2, 3, 4, 7, 11, 14, 16, 19, 20, 21, 22, 25, 27, 28, 29, 30, 32, 33, 34, 42]",0.01695537567138672,1660.0
RGG,45,,0.14,Neutral,"[0, 1, 2, 4, 5, 6, 11, 12, 14, 15, 17, 18, 22, 26, 31, 34, 35, 36, 37, 42, 43, 44]",0.021940946578979492,1663.0
RGG,45,,0.14,Neutral,"[0, 1, 2, 6, 7, 10, 15, 16, 19, 20, 22, 23, 25, 28, 29, 31, 33, 36, 37, 39, 40, 43]",0.020528554916381836,1971.0
RGG,45,,0.14,Neutral,"[1, 2, 4, 5, 6, 8, 9, 10, 12, 17, 18, 19, 20, 21, 24, 25, 28, 29, 32, 37, 38, 42, 44]",0.01994466781616211,1753.0
RGG,45,,0.14,Node-Oriented,"[0, 2, 3, 4, 6, 8, 9, 13, 17, 19, 20, 22, 23, 27, 29, 30, 34, 35, 36, 37, 39, 40, 41]",0.01994633674621582,13073.0
RGG,45,,0.14,Node-Oriented,"[5, 6, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20, 25, 27, 29, 30, 33, 39, 44]",0.02094244956970215,11354.0
RGG,45,,0.14,Node-Oriented,"[0, 2, 3, 4, 5, 7, 10, 14, 15, 16, 18, 19, 28, 30, 32, 34, 37, 41, 42, 44]",0.019946813583374023,12417.0
RGG,45,,0.14,Node-Oriented,"[1, 5, 13, 16, 19, 20, 21, 24, 26, 28, 29, 31, 32, 33, 34, 36, 37, 40, 44]",0.018949508666992188,11302.0
RGG,45,,0.14,Edge-Oriented,"[0, 3, 5, 6, 7, 9, 11, 12, 15, 17, 18, 20, 21, 22, 32, 33, 34, 37, 39, 41, 43, 44]",0.014960050582885742,3858.0
RGG,45,,0.14,Edge-Oriented,"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 19, 20, 21, 27, 30, 31, 33, 34, 36, 39, 41]",0.02094435691833496,6049.0
RGG,45,,0.14,Edge-Oriented,"[1, 6, 7, 8, 9, 11, 12, 15, 20, 22, 23, 25, 26, 30, 33, 34, 35, 36, 43]",0.02099752426147461,3453.0
RGG,45,,0.14,Edge-Oriented,"[0, 1, 2, 4, 8, 15, 18, 19, 20, 26, 27, 28, 33, 34, 35, 36, 37, 40, 41, 43, 44]",0.02094411849975586,6470.0
RGG,45,,0.24,Neutral,"[1, 4, 5, 6, 12, 17, 19, 21, 22, 27, 28, 33, 38]",0.02596306800842285,851.0
RGG,45,,0.24,Neutral,"[1, 5, 19, 23, 24, 32, 35, 36, 40, 43, 44]",0.02646660804748535,949.0
RGG,45,,0.24,Neutral,"[1, 6, 10, 12, 14, 16, 17, 32, 35, 37, 42, 43]",0.023936033248901367,1013.0
RGG,45,,0.24,Neutral,"[8, 15, 16, 18, 23, 24, 32, 36, 37, 41, 44]",0.028923749923706055,997.0
RGG,45,,0.24,Node-Oriented,"[2, 6, 8, 14, 17, 18, 24, 32, 33, 36, 37, 38, 39, 40]",0.022457122802734375,10173.0
RGG,45,,0.24,Node-Oriented,"[4, 5, 10, 13, 15, 16, 23, 24, 33, 36, 37, 44]",0.030916690826416016,8325.0
RGG,45,,0.24,Node-Oriented,"[0, 1, 3, 10, 13, 15, 16, 19, 22, 23, 35, 36]",0.025931119918823242,8451.0
RGG,45,,0.24,Node-Oriented,"[6, 10, 12, 19, 22, 23, 26, 28, 32, 38, 40]",0.051561832427978516,7066.0
RGG,45,,0.24,Edge-Oriented,"[1, 2, 4, 6, 10, 18, 19, 20, 25, 33, 34, 36, 37, 42]",0.021941661834716797,2496.0
RGG,45,,0.24,Edge-Oriented,"[0, 1, 3, 5, 6, 8, 12, 14, 15, 22, 39, 43]",0.019945859909057617,1996.0
RGG,45,,0.24,Edge-Oriented,"[1, 3, 8, 10, 11, 15, 17, 21, 24, 32, 38, 39]",0.02324676513671875,2648.0
RGG,45,,0.24,Edge-Oriented,"[2, 3, 5, 9, 10, 13, 26, 32, 34, 35, 40, 41]",0.023937463760375977,2159.0
RGG,45,,0.34,Neutral,"[1, 15, 16, 21, 22, 36, 37]",0.030916452407836914,655.0
RGG,45,,0.34,Neutral,"[4, 5, 6, 27, 31, 41, 42, 43]",0.019946813583374023,644.0
RGG,45,,0.34,Neutral,"[1, 6, 14, 37, 40, 42, 43]",0.02194046974182129,683.0
RGG,45,,0.34,Neutral,"[2, 5, 16, 17, 18, 25, 31, 36]",0.023286819458007812,650.0
RGG,45,,0.34,Node-Oriented,"[16, 23, 24, 31, 34, 39, 41]",0.030843496322631836,5039.0
RGG,45,,0.34,Node-Oriented,"[3, 6, 10, 19, 31, 34, 39, 40]",0.021941423416137695,5926.0
RGG,45,,0.34,Node-Oriented,"[5, 12, 13, 22, 31, 33, 38, 39]",0.03088235855102539,5885.0
RGG,45,,0.34,Node-Oriented,"[2, 12, 13, 22, 23, 30, 44]",0.02623605728149414,5185.0
RGG,45,,0.34,Edge-Oriented,"[5, 6, 11, 16, 21, 29, 30, 36]",0.021939992904663086,1112.0
RGG,45,,0.34,Edge-Oriented,"[23, 28, 29, 32, 36, 39, 40]",0.027890682220458984,391.0
RGG,45,,0.34,Edge-Oriented,"[3, 11, 15, 24, 27, 39, 42]",0.028211116790771484,412.0
RGG,45,,0.34,Edge-Oriented,"[0, 1, 2, 10, 12, 35, 41, 43]",0.02389979362487793,746.0
RGG,60,,0.14,Neutral,"[0, 1, 3, 4, 6, 8, 10, 13, 15, 18, 21, 23, 25, 30, 32, 37, 40, 43, 44, 46, 49, 51, 52, 53, 58, 59]",0.02250075340270996,2071.0
RGG,60,,0.14,Neutral,"[3, 5, 6, 13, 14, 16, 24, 25, 27, 30, 31, 32, 33, 35, 36, 40, 41, 45, 46, 50, 52, 53, 57, 59]",0.023311614990234375,2110.0
