Graph Type,Num Nodes,Edge Probability,Radius,Weight Scheme,Solution,Run time,Objective Function Value
RGG,60,,0.14,Neutral,"[0, 2, 3, 5, 8, 9, 12, 14, 17, 19, 21, 22, 23, 27, 29, 31, 33, 35, 39, 40, 43, 46, 55, 56, 58]",0.02194046974182129,2164.0
RGG,60,,0.14,Neutral,"[3, 5, 10, 14, 16, 18, 20, 21, 28, 30, 31, 40, 44, 46, 48, 49, 50, 51, 52, 53, 56, 57]",0.021625757217407227,1682.0
RGG,60,,0.14,Node-Oriented,"[2, 7, 13, 15, 17, 20, 23, 24, 25, 28, 32, 37, 40, 43, 44, 45, 47, 48, 49, 51, 52, 53, 55, 56]",0.02007317543029785,15014.0
RGG,60,,0.14,Node-Oriented,"[0, 5, 9, 13, 18, 20, 21, 22, 27, 30, 31, 32, 33, 34, 35, 38, 41, 42, 44, 47, 48, 54, 55, 56]",0.02033400535583496,14248.0
RGG,60,,0.14,Node-Oriented,"[0, 3, 4, 6, 8, 15, 17, 18, 21, 22, 25, 27, 28, 31, 33, 35, 40, 41, 42, 48, 52, 55, 56, 57, 58]",0.021942853927612305,16874.0
RGG,60,,0.14,Node-Oriented,"[3, 7, 8, 9, 11, 12, 14, 15, 17, 20, 21, 34, 35, 36, 38, 41, 44, 47, 48, 49, 50, 52, 54, 56, 57, 59]",0.023935556411743164,16778.0
RGG,60,,0.14,Edge-Oriented,"[2, 3, 6, 8, 9, 11, 12, 16, 19, 23, 24, 28, 32, 33, 34, 35, 41, 43, 47, 48, 50, 52, 54, 57]",0.040326833724975586,5107.0
RGG,60,,0.14,Edge-Oriented,"[0, 2, 3, 5, 7, 10, 13, 20, 22, 24, 31, 32, 37, 39, 40, 43, 46, 47, 49, 51, 52, 55, 56]",0.027885913848876953,6468.0
RGG,60,,0.14,Edge-Oriented,"[4, 7, 9, 10, 13, 14, 17, 22, 29, 30, 34, 35, 36, 37, 38, 39, 41, 44, 45, 46, 47, 50, 53, 54, 55, 58]",0.022996187210083008,4087.0
RGG,60,,0.14,Edge-Oriented,"[0, 2, 4, 5, 6, 7, 12, 13, 15, 17, 18, 19, 20, 22, 25, 27, 28, 30, 32, 34, 38, 40, 41, 52, 55, 56, 59]",0.019947052001953125,5391.0
RGG,60,,0.24,Neutral,"[5, 7, 10, 14, 16, 18, 21, 34, 35, 48, 49, 52]",0.03191423416137695,1133.0
RGG,60,,0.24,Neutral,"[3, 4, 6, 10, 12, 28, 37, 41, 44, 45, 48, 56, 57]",0.03312182426452637,933.0
RGG,60,,0.24,Neutral,"[3, 6, 7, 16, 19, 24, 26, 28, 39, 40, 45, 48, 58]",0.026926040649414062,1154.0
RGG,60,,0.24,Neutral,"[3, 5, 9, 11, 12, 21, 28, 37, 42, 43, 47, 51, 53, 55]",0.02792668342590332,1233.0
RGG,60,,0.24,Node-Oriented,"[0, 15, 17, 25, 26, 30, 32, 35, 43, 46, 52, 54, 56, 58]",0.03920698165893555,8497.0
RGG,60,,0.24,Node-Oriented,"[4, 11, 15, 20, 23, 25, 30, 39, 43, 47, 52, 57, 59]",0.02489757537841797,10055.0
RGG,60,,0.24,Node-Oriented,"[1, 3, 10, 16, 23, 32, 36, 38, 40, 43, 46, 56, 59]",0.029922008514404297,9199.0
RGG,60,,0.24,Node-Oriented,"[0, 8, 12, 16, 21, 23, 24, 26, 30, 33, 40, 41, 54]",0.02988743782043457,9608.0
RGG,60,,0.24,Edge-Oriented,"[0, 3, 8, 10, 20, 21, 26, 28, 29, 32, 44, 45, 46, 53]",0.03490638732910156,1092.0
RGG,60,,0.24,Edge-Oriented,"[2, 4, 6, 10, 16, 18, 19, 24, 34, 40, 41, 51, 52, 53, 58]",0.022972822189331055,719.0
RGG,60,,0.24,Edge-Oriented,"[1, 5, 7, 19, 21, 23, 38, 39, 52, 53, 54, 55]",0.0319209098815918,838.0
RGG,60,,0.24,Edge-Oriented,"[4, 8, 11, 15, 20, 24, 29, 32, 35, 37, 40, 46, 54]",0.05527305603027344,1857.0
RGG,60,,0.34,Neutral,"[9, 11, 23, 25, 53, 55, 56]",0.036902666091918945,626.0
RGG,60,,0.34,Neutral,"[8, 13, 22, 26, 32, 39, 41]",0.040096282958984375,604.0
RGG,60,,0.34,Neutral,"[5, 11, 28, 29, 31, 39, 45, 48]",0.029881715774536133,658.0
RGG,60,,0.34,Neutral,"[11, 20, 22, 24, 31, 37, 50, 59]",0.027894973754882812,754.0
RGG,60,,0.34,Node-Oriented,"[5, 12, 13, 24, 33, 34, 45, 49]",0.03490710258483887,5044.0
RGG,60,,0.34,Node-Oriented,"[9, 20, 22, 32, 36, 37, 38, 56, 59]",0.035930633544921875,6358.0
RGG,60,,0.34,Node-Oriented,"[5, 11, 31, 39, 51, 52, 54]",0.03789782524108887,5511.0
RGG,60,,0.34,Node-Oriented,"[4, 7, 13, 27, 28, 47, 51, 58]",0.029888629913330078,6096.0
RGG,60,,0.34,Edge-Oriented,"[5, 11, 18, 29, 33, 39, 45, 51]",0.03376960754394531,558.0
RGG,60,,0.34,Edge-Oriented,"[0, 3, 11, 12, 27, 35, 42, 45, 57]",0.03393220901489258,606.0
RGG,60,,0.34,Edge-Oriented,"[12, 23, 26, 33, 38, 46, 47, 51, 56]",0.03770256042480469,270.0
RGG,60,,0.34,Edge-Oriented,"[4, 5, 9, 20, 28, 31, 35, 54]",0.03650093078613281,159.0
