Graph Type,Num Nodes,Edge Probability,Radius,Weight Scheme,Solution,Run time,Objective Function Value
RG,20,0.05,,Edge-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 0.0, (0, 19): 0.0, (1, 11): 1.0, (2, 19): 0.0, (3, 12): 0.0, (6, 12): 1.0, (9, 13): 1.0, (9, 19): 1.0}",0.028299808502197266,2128.0
RG,20,0.05,,Edge-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.0, 6: 0.0, 7: 1.0, 8: 0.0, 9: 0.0, 10: 1.0, 11: 0.0, 12: 0.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 0.0, 17: 1.0, 18: 1.0, 19: 1.0, (0, 9): 1.0, (0, 11): 1.0, (1, 5): 1.0, (1, 8): 1.0, (3, 6): 1.0, (3, 9): 0.0, (4, 16): 1.0, (6, 18): 0.0, (7, 12): 1.0, (8, 15): 0.0}",0.026431798934936523,4035.0
RG,20,0.15,,Neutral,"{0: 1.0, 1: 1.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 1.0, 13: 1.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 2): 1.0, (0, 9): 0.0, (0, 11): 1.0, (0, 19): 1.0, (1, 2): 0.0, (1, 5): 0.0, (1, 6): 1.0, (1, 16): 0.0, (2, 5): 0.0, (2, 8): 0.0, (3, 9): 1.0, (3, 16): 0.0, (3, 18): 1.0, (4, 5): 1.0, (4, 7): 1.0, (4, 14): 1.0, (4, 15): 1.0, (5, 14): 0.0, (5, 19): 0.0, (6, 9): 0.0, (7, 12): 0.0, (7, 19): 0.0, (8, 10): 1.0, (11, 12): 0.0, (11, 15): 0.0, (12, 15): 0.0, (13, 14): 0.0, (13, 15): 0.0, (13, 16): 1.0, (13, 17): 1.0}",0.028812170028686523,705.0
RG,20,0.15,,Neutral,"{0: 1.0, 1: 1.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 1.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 1.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 2): 1.0, (0, 6): 1.0, (0, 9): 1.0, (0, 11): 0.0, (0, 12): 1.0, (0, 14): 0.0, (0, 17): 1.0, (1, 7): 1.0, (1, 10): 0.0, (1, 11): 1.0, (1, 12): 0.0, (1, 14): 1.0, (1, 18): 1.0, (2, 6): 0.0, (2, 12): 0.0, (3, 10): 1.0, (3, 12): 0.0, (3, 17): 0.0, (4, 15): 1.0, (8, 10): 0.0, (8, 19): 1.0, (9, 10): 0.0, (9, 12): 0.0, (9, 15): 0.0, (10, 15): 0.0, (11, 14): 0.0, (15, 19): 0.0, (17, 18): 0.0}",0.025827407836914062,953.0
RG,20,0.15,,Neutral,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 0.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 1.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 7): 1.0, (0, 10): 0.0, (0, 11): 1.0, (1, 4): 1.0, (1, 10): 1.0, (1, 13): 0.0, (1, 14): 1.0, (1, 18): 1.0, (2, 6): 1.0, (2, 7): 0.0, (2, 15): 1.0, (2, 19): 1.0, (3, 12): 0.0, (4, 8): 0.0, (4, 11): 0.0, (5, 8): 1.0, (5, 10): 0.0, (6, 8): 0.0, (6, 9): 0.0, (6, 10): 0.0, (6, 14): 0.0, (7, 14): 0.0, (7, 15): 0.0, (8, 12): 0.0, (8, 13): 0.0, (8, 17): 0.0, (9, 12): 1.0, (9, 13): 1.0, (9, 17): 1.0, (9, 18): 0.0, (10, 14): 0.0, (10, 18): 0.0, (13, 18): 0.0, (14, 18): 0.0, (15, 16): 0.0}",0.028434038162231445,949.0
RG,20,0.15,,Neutral,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 1.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 1.0, 13: 0.0, 14: 1.0, 15: 0.0, 16: 0.0, 17: 1.0, 18: 0.0, 19: 0.0, (1, 3): 1.0, (1, 7): 1.0, (3, 7): 0.0, (3, 15): 0.0, (3, 19): 0.0, (4, 7): 0.0, (4, 10): 0.0, (5, 6): 1.0, (5, 9): 0.0, (5, 10): 1.0, (5, 11): 1.0, (5, 13): 1.0, (5, 16): 0.0, (6, 11): 0.0, (7, 13): 0.0, (8, 9): 1.0, (8, 15): 1.0, (9, 10): 0.0, (10, 14): 0.0, (11, 14): 0.0, (12, 13): 0.0, (12, 16): 1.0, (13, 16): 0.0, (13, 19): 0.0, (17, 18): 1.0, (17, 19): 1.0}",0.024288654327392578,1055.0
RG,20,0.15,,Node-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 1.0, 18: 1.0, 19: 1.0, (0, 8): 0.0, (0, 11): 1.0, (1, 13): 0.0, (2, 12): 1.0, (2, 14): 1.0, (3, 8): 1.0, (3, 14): 0.0, (3, 15): 1.0, (4, 8): 0.0, (4, 9): 0.0, (4, 13): 1.0, (5, 10): 1.0, (5, 12): 0.0, (6, 8): 0.0, (7, 8): 0.0, (7, 9): 1.0, (7, 13): 0.0, (7, 16): 1.0, (8, 15): 0.0, (9, 10): 0.0, (9, 19): 0.0, (10, 13): 0.0, (10, 14): 0.0, (10, 17): 0.0, (10, 18): 0.0, (10, 19): 0.0, (11, 12): 0.0, (11, 14): 0.0, (11, 19): 0.0, (12, 15): 0.0, (13, 15): 0.0, (13, 18): 0.0}",0.025783538818359375,5513.0
RG,20,0.15,,Node-Oriented,"{0: 1.0, 1: 1.0, 2: 0.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 0.0, 9: 1.0, 10: 0.0, 11: 0.0, 12: 1.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 1.0, 19: 0.0, (1, 2): 1.0, (1, 3): 1.0, (1, 10): 1.0, (1, 19): 0.0, (2, 9): 0.0, (3, 11): 0.0, (3, 12): 0.0, (3, 15): 0.0, (4, 10): 0.0, (5, 15): 1.0, (5, 17): 1.0, (6, 11): 0.0, (6, 14): 1.0, (7, 8): 1.0, (8, 11): 0.0, (8, 16): 0.0, (9, 10): 0.0, (9, 11): 1.0, (9, 13): 1.0, (9, 16): 1.0, (13, 16): 0.0, (13, 17): 0.0, (18, 19): 1.0}",0.02686595916748047,4954.0
RG,20,0.15,,Node-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 1.0, 11: 0.0, 12: 1.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 9): 0.0, (0, 19): 1.0, (1, 6): 1.0, (1, 7): 1.0, (1, 11): 1.0, (2, 8): 1.0, (4, 9): 1.0, (4, 15): 1.0, (4, 17): 1.0, (5, 14): 1.0, (6, 19): 0.0, (7, 8): 0.0, (8, 12): 0.0, (8, 14): 0.0, (9, 15): 0.0, (9, 16): 0.0, (10, 11): 0.0, (10, 17): 0.0, (10, 18): 1.0, (11, 14): 0.0, (11, 15): 0.0, (11, 16): 0.0, (12, 13): 1.0, (12, 19): 0.0, (13, 14): 0.0, (14, 19): 0.0, (15, 17): 0.0, (16, 17): 1.0, (17, 19): 0.0}",0.02730846405029297,5648.0
RG,20,0.15,,Node-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 1.0, 18: 0.0, 19: 0.0, (0, 3): 1.0, (0, 10): 1.0, (0, 14): 1.0, (1, 15): 1.0, (1, 18): 1.0, (2, 7): 1.0, (2, 8): 1.0, (2, 18): 0.0, (3, 14): 0.0, (3, 15): 0.0, (3, 17): 0.0, (4, 6): 1.0, (4, 9): 0.0, (4, 15): 0.0, (5, 9): 1.0, (5, 10): 0.0, (5, 15): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 14): 0.0, (7, 15): 0.0, (9, 10): 0.0, (9, 19): 0.0, (10, 19): 0.0, (13, 15): 0.0, (13, 19): 1.0, (14, 19): 0.0, (15, 17): 0.0, (18, 19): 0.0}",0.024970531463623047,5260.0
RG,20,0.15,,Edge-Oriented,"{0: 1.0, 1: 1.0, 2: 0.0, 3: 1.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 1.0, 8: 0.0, 9: 1.0, 10: 0.0, 11: 1.0, 12: 0.0, 13: 0.0, 14: 1.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 2): 1.0, (0, 4): 1.0, (0, 13): 1.0, (0, 18): 1.0, (1, 6): 1.0, (1, 8): 1.0, (1, 12): 0.0, (1, 16): 1.0, (2, 5): 0.0, (2, 11): 0.0, (2, 18): 0.0, (3, 5): 1.0, (3, 10): 1.0, (3, 12): 1.0, (3, 15): 1.0, (3, 18): 0.0, (4, 9): 0.0, (4, 11): 0.0, (5, 19): 0.0, (6, 13): 0.0, (6, 16): 0.0, (7, 10): 0.0, (7, 18): 0.0, (8, 12): 0.0, (8, 14): 0.0, (8, 15): 0.0, (8, 19): 0.0, (9, 12): 0.0, (9, 19): 1.0, (10, 13): 0.0, (10, 19): 0.0, (12, 18): 0.0, (13, 18): 0.0, (14, 17): 1.0, (14, 18): 0.0, (14, 19): 0.0, (17, 18): 0.0}",0.028081655502319336,7002.0
RG,20,0.15,,Edge-Oriented,"{0: 1.0, 1: 0.0, 2: 0.0, 3: 1.0, 4: 0.0, 5: 0.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 1): 1.0, (0, 2): 1.0, (0, 5): 1.0, (1, 9): 0.0, (1, 10): 0.0, (1, 16): 0.0, (2, 5): 0.0, (2, 9): 0.0, (3, 4): 1.0, (4, 5): 0.0, (4, 7): 0.0, (4, 8): 0.0, (4, 9): 0.0, (4, 11): 0.0, (4, 13): 0.0, (4, 15): 0.0, (5, 6): 0.0, (5, 12): 0.0, (5, 14): 0.0, (5, 19): 0.0, (6, 14): 1.0, (6, 15): 1.0, (6, 19): 1.0, (7, 13): 1.0, (7, 14): 0.0, (7, 18): 0.0, (8, 13): 0.0, (8, 16): 1.0, (8, 19): 0.0, (9, 18): 1.0, (11, 17): 1.0, (14, 15): 0.0, (14, 17): 0.0}",0.026211023330688477,3086.0
RG,20,0.15,,Edge-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 1.0, 16: 0.0, 17: 0.0, 18: 1.0, 19: 1.0, (0, 3): 1.0, (0, 6): 1.0, (0, 12): 1.0, (1, 7): 1.0, (1, 14): 0.0, (2, 4): 1.0, (2, 5): 1.0, (2, 13): 1.0, (2, 17): 0.0, (4, 5): 0.0, (4, 9): 0.0, (4, 16): 0.0, (4, 19): 0.0, (5, 17): 0.0, (5, 18): 0.0, (5, 19): 0.0, (6, 15): 0.0, (6, 19): 0.0, (7, 10): 0.0, (8, 14): 1.0, (8, 16): 1.0, (10, 17): 0.0, (11, 14): 0.0, (14, 16): 0.0, (14, 17): 0.0, (15, 17): 1.0}",0.02554464340209961,4067.0
RG,20,0.15,,Edge-Oriented,"{0: 1.0, 1: 0.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.0, 6: 1.0, 7: 1.0, 8: 0.0, 9: 1.0, 10: 1.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, (0, 1): 1.0, (0, 13): 1.0, (0, 14): 0.0, (1, 4): 0.0, (2, 12): 0.0, (3, 15): 1.0, (4, 5): 1.0, (4, 8): 1.0, (5, 8): 0.0, (6, 14): 1.0, (7, 11): 1.0, (8, 17): 0.0, (10, 12): 1.0, (11, 12): 0.0, (11, 19): 0.0, (12, 19): 0.0, (13, 16): 0.0, (14, 16): 0.0, (15, 16): 0.0, (15, 18): 0.0}",0.023886442184448242,3448.0
RG,20,0.25,,Neutral,"{0: 1.0, 1: 1.0, 2: 0.0, 3: 0.0, 4: 1.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 1.0, (0, 3): 1.0, (0, 5): 0.0, (0, 6): 1.0, (0, 8): 0.0, (0, 12): 0.0, (0, 13): 1.0, (0, 15): 1.0, (0, 17): 1.0, (0, 18): 1.0, (1, 2): 1.0, (1, 5): 1.0, (1, 7): 1.0, (1, 8): 1.0, (1, 13): 0.0, (1, 14): 1.0, (2, 5): 0.0, (2, 8): 0.0, (2, 10): 0.0, (2, 11): 0.0, (3, 4): 0.0, (3, 7): 0.0, (3, 11): 0.0, (4, 7): 0.0, (4, 16): 1.0, (5, 9): 0.0, (5, 10): 0.0, (5, 16): 0.0, (5, 17): 0.0, (6, 10): 0.0, (6, 11): 0.0, (6, 12): 0.0, (6, 14): 0.0, (6, 19): 0.0, (7, 9): 0.0, (7, 15): 0.0, (7, 18): 0.0, (8, 14): 0.0, (8, 18): 0.0, (9, 16): 0.0, (9, 18): 0.0, (10, 12): 1.0, (10, 13): 0.0, (10, 16): 0.0, (11, 12): 0.0, (11, 16): 0.0, (11, 18): 0.0, (12, 18): 0.0, (13, 15): 0.0, (17, 19): 0.0}",0.03095245361328125,869.0
RG,20,0.25,,Neutral,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 1.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 6): 1.0, (0, 7): 1.0, (0, 8): 0.0, (0, 12): 0.0, (0, 15): 1.0, (0, 18): 1.0, (1, 15): 0.0, (1, 19): 1.0, (2, 3): 1.0, (2, 8): 1.0, (2, 9): 0.0, (2, 10): 0.0, (2, 11): 1.0, (2, 12): 0.0, (2, 13): 1.0, (3, 6): 0.0, (3, 8): 0.0, (3, 14): 0.0, (4, 8): 0.0, (4, 9): 1.0, (4, 16): 0.0, (4, 17): 0.0, (5, 10): 1.0, (5, 12): 1.0, (5, 16): 1.0, (6, 7): 0.0, (6, 13): 0.0, (6, 15): 0.0, (6, 19): 0.0, (7, 14): 0.0, (7, 17): 0.0, (8, 15): 0.0, (8, 19): 0.0, (9, 10): 0.0, (9, 17): 0.0, (9, 18): 0.0, (9, 19): 0.0, (10, 13): 0.0, (10, 17): 0.0, (11, 15): 0.0, (12, 13): 0.0, (12, 14): 0.0, (12, 19): 0.0, (13, 14): 0.0, (13, 16): 0.0, (13, 17): 0.0, (13, 19): 0.0, (14, 17): 1.0, (15, 16): 0.0, (15, 17): 0.0, (18, 19): 0.0}",0.02993631362915039,804.0
RG,20,0.25,,Neutral,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.0, 6: 1.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 0.0, (0, 10): 1.0, (0, 11): 0.0, (0, 12): 0.0, (0, 13): 1.0, (0, 15): 1.0, (1, 7): 1.0, (1, 11): 1.0, (1, 14): 1.0, (2, 7): 0.0, (3, 12): 1.0, (3, 14): 0.0, (3, 19): 0.0, (4, 5): 1.0, (4, 8): 1.0, (4, 9): 1.0, (5, 6): 0.0, (5, 9): 0.0, (5, 10): 0.0, (5, 17): 0.0, (5, 19): 0.0, (6, 8): 0.0, (6, 12): 0.0, (6, 13): 0.0, (7, 15): 0.0, (7, 17): 0.0, (8, 13): 0.0, (8, 15): 0.0, (9, 10): 0.0, (9, 11): 0.0, (9, 12): 0.0, (9, 13): 0.0, (9, 18): 0.0, (10, 11): 0.0, (10, 16): 0.0, (11, 15): 0.0, (11, 18): 0.0, (11, 19): 0.0, (13, 15): 0.0, (14, 19): 0.0, (17, 19): 1.0}",0.02510523796081543,854.0
RG,20,0.25,,Neutral,"{0: 1.0, 1: 0.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 1): 1.0, (0, 7): 1.0, (0, 14): 0.0, (0, 19): 0.0, (1, 4): 0.0, (1, 6): 0.0, (1, 11): 0.0, (1, 12): 0.0, (1, 16): 0.0, (1, 17): 0.0, (2, 19): 1.0, (3, 14): 1.0, (3, 15): 0.0, (3, 16): 0.0, (4, 6): 1.0, (4, 8): 1.0, (4, 9): 1.0, (4, 10): 1.0, (4, 15): 0.0, (4, 17): 1.0, (4, 18): 1.0, (5, 15): 0.0, (6, 15): 0.0, (6, 18): 0.0, (7, 16): 0.0, (8, 9): 0.0, (8, 11): 0.0, (8, 15): 0.0, (8, 16): 0.0, (8, 17): 0.0, (8, 19): 0.0, (9, 17): 0.0, (10, 19): 0.0, (11, 15): 1.0, (11, 16): 1.0, (12, 15): 0.0, (12, 18): 0.0, (13, 16): 0.0, (13, 17): 0.0, (14, 15): 0.0, (14, 16): 0.0, (14, 19): 0.0, (15, 18): 0.0, (17, 18): 0.0, (18, 19): 0.0}",0.026163578033447266,876.0
RG,20,0.25,,Node-Oriented,"{0: 1.0, 1: 1.0, 2: 0.0, 3: 1.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 1.0, 11: 0.0, 12: 0.0, 13: 1.0, 14: 0.0, 15: 0.0, 16: 1.0, 17: 0.0, 18: 0.0, 19: 0.0, (0, 2): 1.0, (0, 9): 1.0, (0, 11): 1.0, (0, 14): 1.0, (0, 15): 0.0, (0, 17): 0.0, (0, 19): 1.0, (1, 4): 1.0, (1, 5): 1.0, (1, 7): 1.0, (2, 7): 0.0, (2, 10): 0.0, (2, 19): 0.0, (3, 6): 1.0, (3, 7): 0.0, (3, 8): 1.0, (3, 15): 1.0, (3, 17): 0.0, (4, 14): 0.0, (4, 16): 0.0, (4, 18): 0.0, (4, 19): 0.0, (5, 6): 0.0, (5, 9): 0.0, (5, 11): 0.0, (5, 13): 0.0, (5, 15): 0.0, (5, 16): 0.0, (6, 8): 0.0, (6, 9): 0.0, (6, 11): 0.0, (6, 16): 0.0, (7, 14): 0.0, (7, 17): 0.0, (7, 19): 0.0, (8, 12): 0.0, (8, 15): 0.0, (8, 17): 0.0, (10, 12): 1.0, (11, 13): 0.0, (12, 17): 0.0, (13, 17): 1.0, (13, 18): 1.0, (16, 19): 0.0, (17, 18): 0.0}",0.02459859848022461,3462.0
RG,20,0.25,,Node-Oriented,"{0: 1.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 1.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 1.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 1.0, 19: 0.0, (0, 3): 1.0, (0, 10): 1.0, (0, 13): 1.0, (0, 14): 1.0, (0, 16): 0.0, (1, 4): 0.0, (1, 8): 1.0, (1, 11): 0.0, (1, 15): 0.0, (1, 16): 1.0, (2, 4): 1.0, (2, 5): 1.0, (2, 6): 1.0, (2, 8): 0.0, (2, 11): 1.0, (2, 13): 0.0, (2, 15): 1.0, (3, 5): 0.0, (3, 9): 0.0, (3, 10): 0.0, (3, 11): 0.0, (3, 12): 0.0, (4, 15): 0.0, (4, 17): 0.0, (5, 9): 0.0, (6, 14): 0.0, (7, 8): 0.0, (7, 9): 1.0, (7, 17): 1.0, (8, 9): 0.0, (8, 10): 0.0, (8, 12): 0.0, (8, 13): 0.0, (8, 14): 0.0, (8, 16): 0.0, (8, 17): 0.0, (8, 18): 0.0, (9, 12): 0.0, (9, 13): 0.0, (9, 17): 0.0, (10, 16): 0.0, (11, 16): 0.0, (11, 18): 0.0, (12, 15): 0.0, (13, 19): 0.0, (14, 16): 0.0, (15, 16): 0.0, (15, 17): 0.0, (15, 18): 0.0, (15, 19): 0.0, (16, 18): 0.0, (16, 19): 0.0, (17, 18): 0.0, (18, 19): 1.0}",0.02736496925354004,4365.0
